,game,arena,stage,agent,human_data_type,alpha,TV
5789,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,intermediate,ours-depth3,should,0.9999999999,0.7865275298027512
5790,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,intermediate,expert,should,0.9999999999,0.8799997447044042
5791,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,intermediate,random,should,0.9999999999,0.7269565217391315
5792,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,late,ours,should,0.9999999999,0.8375484468251022
5793,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,late,ours-depth3,should,0.9999999999,0.8375484468251022
5794,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,late,expert,should,0.9999999999,0.757586206896553
5795,10.0*10.0*5 pieces in a row wins.,01JNS5WTNNJ94HM91VYJAE7ADS,late,random,should,0.9999999999,0.7575862068965529
5796,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,ours,should,0.9999999999,0.5987214484597435
5797,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,ours-depth3,should,0.9999999999,0.63157375835877
5798,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,expert,should,0.9999999999,0.7699396373665636
5799,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,early,random,should,0.9999999999,0.721649484536082
5800,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,ours,should,0.9999999999,0.769538275065166
5801,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,ours-depth3,should,0.9999999999,0.8837386328975343
5802,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,expert,should,0.9999999999,0.8777754714613681
5803,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,intermediate,random,should,0.9999999999,0.7222222222222219
5804,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,ours,should,0.9999999999,0.77754691011238
5805,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,ours-depth3,should,0.9999999999,0.77754691011238
5806,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,expert,should,0.9999999999,0.733604336043361
5807,10.0*10.0*5 pieces in a row wins.,01JP0K7HM0D1AS8Q6MBDHE2GZ5,late,random,should,0.9999999999,0.7336043360433608
5808,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,ours,should,0.9999999999,0.3711296327266692
5809,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,ours-depth3,should,0.9999999999,0.3996294140783378
5810,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,expert,should,0.9999999999,0.4658387250035585
5811,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,early,random,should,0.9999999999,0.6042517006802712
5812,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,ours,should,0.9999999999,0.5444554023481953
5813,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,ours-depth3,should,0.9999999999,0.5423136923201557
5814,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,expert,should,0.9999999999,0.9698397845276935
5815,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,intermediate,random,should,0.9999999999,0.6516129032258062
5816,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,ours,should,0.9999999999,0.6083333332856348
5817,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,ours-depth3,should,0.9999999999,0.6083333332856348
5818,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,expert,should,0.9999999999,0.7764044943820231
5819,10.0*10.0*5 pieces in a row wins.,01JNS5WC0HW096TJR69EX0BW67,late,random,should,0.9999999999,0.7764044943820232
5820,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,ours,should,0.9999999999,0.6350511792959198
5821,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,ours-depth3,should,0.9999999999,0.818334967813145
5822,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,expert,should,0.9999999999,0.6927778308638463
5823,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,early,random,should,0.9999999999,0.8061224489795915
5824,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,ours,should,0.9999999999,0.6368001726914899
5825,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,ours-depth3,should,0.9999999999,0.5736958822577681
5826,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,expert,should,0.9999999999,0.7236873553189567
5827,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,intermediate,random,should,0.9999999999,0.721561969439728
5828,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,ours,should,0.9999999999,0.7213692366838693
5829,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,ours-depth3,should,0.9999999999,0.7263157893415457
5830,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,expert,should,0.9999999999,0.866947368400827
5831,10.0*10.0*5 pieces in a row wins.,01JP0KMRF0YXGF0CXHVZKVTX51,late,random,should,0.9999999999,0.7943228858663519
5832,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,ours,should,0.9999999999,0.28181820420464015
5833,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,ours-depth3,should,0.9999999999,0.6772097761505422
5834,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,expert,should,0.9999999999,0.9699999999227273
5835,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,early,random,should,0.9999999999,0.42727272727272736
5836,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,ours,should,0.9999999999,0.5044747360049664
5837,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,ours-depth3,should,0.9999999999,0.5790840698526732
5838,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,expert,should,0.9999999999,0.5919047619047619
5839,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,intermediate,random,should,0.9999999999,0.591904761904762
5840,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,ours,should,0.9999999999,0.7149796189341134
5841,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,ours-depth3,should,0.9999999999,0.7149796189341135
5842,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,expert,should,0.9999999999,0.5894736842105261
5843,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH65X5X9P4Y7HTEB1ZP0YNP,late,random,should,0.9999999999,0.5894736842105261
5844,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,ours,should,0.9999999999,0.330355766020502
5845,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,ours-depth3,should,0.9999999999,0.29758084093419546
5846,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,expert,should,0.9999999999,0.9966342520072398
5847,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,early,random,should,0.9999999999,0.5946859903381642
5848,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,ours,should,0.9999999999,0.6290108999762722
5849,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,ours-depth3,should,0.9999999999,0.6153142310350103
5850,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,expert,should,0.9999999999,0.7666666666075755
5851,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,intermediate,random,should,0.9999999999,0.6282828282828282
5852,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,ours,should,0.9999999999,0.3416463655864717
5853,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,ours-depth3,should,0.9999999999,0.34164636558647166
5854,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,expert,should,0.9999999999,0.5174603174603175
5855,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBNEY2WJK72RKDXWA6283,late,random,should,0.9999999999,0.5174603174603175
5856,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,ours,should,0.9999999999,0.3229738931361684
5857,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,ours-depth3,should,0.9999999999,0.45129736005368043
5858,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,expert,should,0.9999999999,0.8264285886263323
5859,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,early,random,should,0.9999999999,0.38913043478260867
5860,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,ours,should,0.9999999999,0.4981838565688722
5861,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,ours-depth3,should,0.9999999999,0.5082407430315579
5862,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,expert,should,0.9999999999,0.5119047619047619
5863,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,intermediate,random,should,0.9999999999,0.5119047619047619
5864,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,ours,should,0.9999999999,0.616075199776728
5865,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,ours-depth3,should,0.9999999999,0.6222270284702861
5866,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,expert,should,0.9999999999,0.7583333332433331
5867,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNH7WK66WJCQPRF5DSTPD88C,late,random,should,0.9999999999,0.47500000000000003
5868,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,ours,should,0.9999999999,0.22109649796147135
5869,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,ours-depth3,should,0.9999999999,0.6582797230413121
5870,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,expert,should,0.9999999999,0.5578947365538027
5871,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,early,random,should,0.9999999999,0.7234449760765548
5872,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,ours,should,0.9999999999,0.3118851972864797
5873,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,ours-depth3,should,0.9999999999,0.46020902749660075
5874,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,expert,should,0.9999999999,0.7789467018292277
5875,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,intermediate,random,should,0.9999999999,0.7052631578947371
5876,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,ours,should,0.9999999999,0.6319025724628464
5877,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,ours-depth3,should,0.9999999999,0.7573623586804753
5878,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,expert,should,0.9999999999,0.4891640866873065
5879,"5.0*5.0*The first player needs 4 pieces in a row to win, but the second player only needs 3 pieces in a row to win.",01JNGTBK5X351NZBEGZFZ18KJB,late,random,should,0.9999999999,0.4891640866873065
5880,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,ours,should,0.9999999999,0.3657071464895489
5881,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,ours-depth3,should,0.9999999999,0.379979830333152
5882,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,expert,should,0.9999999999,0.718181818181818
5883,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,early,random,should,0.9999999999,0.718181818181818
5884,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,ours,should,0.9999999999,0.4035071993248972
5885,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,ours-depth3,should,0.9999999999,0.40992090144065463
5886,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,expert,should,0.9999999999,0.4099999999368421
5887,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,intermediate,random,should,0.9999999999,0.6621052631578945
5888,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,ours,should,0.9999999999,0.3638186173114612
5889,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,ours-depth3,should,0.9999999999,0.7199490592165972
5890,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,expert,should,0.9999999999,0.7599999999176471
5891,5.0*5.0*3 pieces in a row wins.,01JNGYBPRG8FTVNRA0E3GG5FDC,late,random,should,0.9999999999,0.40705882352941175
5892,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,ours,should,0.9999999999,0.2653061965368382
5893,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,ours-depth3,should,0.9999999999,0.2777758404779154
5894,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,expert,should,0.9999999999,0.2777777777232324
5895,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,early,random,should,0.9999999999,0.719191919191919
5896,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,ours,should,0.9999999999,0.5716754450563454
5897,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,ours-depth3,should,0.9999999999,0.5716754450563455
5898,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,expert,should,0.9999999999,0.5476190476190478
5899,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,intermediate,random,should,0.9999999999,0.5476190476190478
5900,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,ours,should,0.9999999999,0.37774518158883225
5901,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,ours-depth3,should,0.9999999999,0.7301138101467892
5902,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,expert,should,0.9999999999,0.37777777769777765
5903,5.0*5.0*3 pieces in a row wins.,01JNHCPWXN0AFBB3RJWSXGBEDK,late,random,should,0.9999999999,0.627777777777778
5904,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,ours,should,0.9999999999,0.7283820072678048
5905,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,ours-depth3,should,0.9999999999,0.5861871170151999
5906,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,expert,should,0.9999999999,0.9163333332594203
5907,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,early,random,should,0.9999999999,0.4271739130434783
5908,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,ours,should,0.9999999999,0.7007691243426276
5909,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,ours-depth3,should,0.9999999999,0.7007691243426276
5910,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,expert,should,0.9999999999,0.4666666666666666
5911,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,intermediate,random,should,0.9999999999,0.4666666666666667
5912,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,ours,should,0.9999999999,0.3760005091873603
5913,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,ours-depth3,should,0.9999999999,0.3760005091873602
5914,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,expert,should,0.9999999999,0.5055555555555555
5915,5.0*5.0*3 pieces in a row wins.,01JP0PYGA4HM35TKS97E63KGDK,late,random,should,0.9999999999,0.5055555555555555
5916,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,ours,should,0.9999999999,0.4876761869225086
5917,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,ours-depth3,should,0.9999999999,0.5722579474309977
5918,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,expert,should,0.9999999999,0.8035789473205951
5919,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,early,random,should,0.9999999999,0.5903890160183065
5920,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,ours,should,0.9999999999,0.36159060101259094
5921,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,ours-depth3,should,0.9999999999,0.36159060101259094
5922,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,expert,should,0.9999999999,0.6952153110047848
5923,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,intermediate,random,should,0.9999999999,0.6952153110047847
5924,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,ours,should,0.9999999999,0.4620029223029387
5925,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,ours-depth3,should,0.9999999999,0.4620029223029388
5926,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,expert,should,0.9999999999,0.4631578946844609
5927,5.0*5.0*3 pieces in a row wins.,01JNHCPW87PWFH13P68GPJ92M7,late,random,should,0.9999999999,0.6671679197994989
5928,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,ours,should,0.9999999999,0.2813899003342614
5929,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,ours-depth3,should,0.9999999999,0.5904386627592745
5930,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,expert,should,0.9999999999,0.5081314473569236
5931,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,early,random,should,0.9999999999,0.5756521739130432
5932,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,ours,should,0.9999999999,0.7693685634580597
5933,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,ours-depth3,should,0.9999999999,0.5876208632107255
5934,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,expert,should,0.9999999999,0.7379507239323541
5935,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,intermediate,random,should,0.9999999999,0.328235294117647
5936,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,ours,should,0.9999999999,0.8588229501781954
5937,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,ours-depth3,should,0.9999999999,0.8599622519370794
5938,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,expert,should,0.9999999999,0.8599999999181819
5939,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNEZFJ8J6WTS95ZT24GVW0XD,late,random,should,0.9999999999,0.22545454545454546
5940,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,ours,should,0.9999999999,0.6701784134053662
5941,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,ours-depth3,should,0.9999999999,0.5980202672659307
5942,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,expert,should,0.9999999999,0.8993441498608334
5943,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,early,random,should,0.9999999999,0.4575757575757576
5944,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,ours,should,0.9999999999,0.7042355722177158
5945,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,ours-depth3,should,0.9999999999,0.708285620951388
5946,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,expert,should,0.9999999999,0.6968719891535106
5947,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,random,should,0.9999999999,0.5257309941520468
5948,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours,should,0.9999999999,0.6443729850651012
5949,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours-depth3,should,0.9999999999,0.46888829638826574
5950,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,expert,should,0.9999999999,0.866639972294289
5951,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,random,should,0.9999999999,0.27083333333333337
